1,79
2,0
3,0
4,198.6
5,30.8
6,49.8
7,42.2
8,55.4
9,0
10,45.4
11,4.2
12,3.4
13,20.6
14,67.4
15,94.4
16,101.2
17,78.2
18,0
19,0
20,227.4
21,144.6
22,173
23,0
24,0
25,12.4
26,0
27,129.4
28,41.6
29,100.2
30,4.2
31,4
32,0
33,91
34,162.6
35,0
36,99.2
37,8.2
38,0
39,253.2
40,0
41,10.2
42,0
43,168.2
44,77.2
45,0
46,163.4
47,111
48,121
49,26.4
50,43.2
51,110.2
52,135
53,152.8
54,0
55,0
56,0
57,0
58,125.8
59,92.4
60,36.8
61,65
62,169.6
63,91
64,0
65,0
66,2.8
67,0
68,0
69,0
70,147.8
71,172.4
72,171.6
73,0
74,192.6
75,140.4
76,0
77,106.8
78,120.8
79,65
80,73.2
81,0
82,2.4
83,15.6
84,0
85,210.4
86,0
87,0
88,0
89,0
90,98.6
91,6.6
92,45.4
93,88.4
94,0
95,11.2
96,67.4
97,18.2
98,0
99,96.4
100,0
101,0
102,123.8
103,0
104,139.8
105,229.6
106,0
107,62.2
108,212.4
109,96
110,87.2
111,122.4
112,154.4
113,179.8
114,0
115,0
116,0
117,204
118,100.2
119,7.2
120,0.2
121,12
122,131.4
123,50
124,50
125,60.2
126,0
127,0
128,0
129,0
130,2.6
131,0
132,0
133,107
134,0
135,0
136,249.2
137,0
138,18.6
139,8.2
140,0
141,0
142,11.8
143,29.2
144,132.8
145,131.2
146,65.4
147,108.8
148,251.6
149,32.8
150,215.2
151,185.4
152,0
153,120.4
154,0
155,0
156,210.8
157,55.4
158,0
159,0
160,0
161,0
162,8.6
163,157.8
164,0
165,167
166,0
167,217.8
168,145.2
169,153.4
170,6
171,237.8
172,0
173,157.2
174,17.2
175,84.2
176,23.6
177,90.6
178,131.2
179,69.6
180,139
181,0
182,36.8
183,194.8
184,0
185,59.6
186,80.6
187,214.2
188,223.4
189,36.2
190,166.2
191,152.2
192,0
193,3.4
194,0
195,249.4
196,224
197,2
198,166.8
199,137
200,88.2
201,0
202,32.2
203,77.4
204,183.8
205,38
206,0
207,10.6
208,0
209,6.4
210,0
211,0
212,184.2
213,0
214,85.6
215,184.2
216,169.6
217,150
218,0
219,0
220,1
221,0
222,0
223,0
224,140.4
225,15.6
226,0
227,98.4
228,0
229,0
230,151.4
231,286.2
232,185.4
233,162.2
234,6.6
235,237.2
236,97.2
237,96.8
238,46
239,118.4
240,54
241,129.8
242,129
243,0
244,10.4
245,279.4
246,210.2
247,2.2
248,33.4
249,2.8
250,0
251,0
252,0
253,0
254,0
255,15.2
256,0
257,2.2
258,0
259,0
260,0
261,0
262,267.8
263,76.2
264,50.6
265,0
266,0
267,277
268,0
269,128.4
270,77.2
271,103.2
272,327
273,53.8
274,77
275,104.4
276,15.4
277,65.8
278,101
279,227.2
280,0
281,64
282,0
283,117.6
284,67.4
285,53.8
286,48
287,1
288,0
289,45.6
290,0
291,0
292,226.4
293,143.4
294,121.8
295,155
296,155.4
297,93.8
298,120.8
299,99.2
300,0
301,28.8
302,14.4
303,0
304,237.8
305,95
306,116.6
307,286
308,55
309,51
310,58.6
311,0
312,0
313,9.4
314,11.4
315,0
316,17.8
317,0
318,5.2
319,0
320,0
321,0
322,91.4
323,177.4
324,0
325,117
326,54
327,0
328,43.2
329,186.8
330,198
331,272.8
332,215.6
333,97
334,543.6
335,126.4
336,1
337,0
338,227.8
339,1.2
340,134.6
341,220.8
342,0
343,18.4
344,64
345,81.2
346,82
347,18.2
348,0
349,0
350,23.2
351,0
352,0
353,179
354,85.6
355,125.4
356,130.8
357,14.6
358,15.2
359,122.2
360,63.4
361,191
362,107.8
363,49.8
364,138.2
365,23
366,182.8
367,198.8
368,210
369,5.2
370,165.6
371,149.4
372,88.6
373,26.6
374,2.6
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,40.2
383,225.4
384,88.2
385,183.8
386,168.8
387,134.8
388,133
389,80.2
390,309.8
391,39
392,0
393,0
394,67
395,0
396,133.8
397,102.6
398,0
399,173.2
400,195.4
401,0
402,31.4
403,0
404,19.4
405,0
406,0
407,124.8
408,177.6
409,79.6
410,6
411,160.4
412,139.8
413,117.6
414,0
415,141.2
416,36.6
417,5.4
418,121.8
419,0
420,0
421,165.2
422,71.2
423,99
424,23.8
425,121.4
426,221.6
427,81.4
428,148.6
429,69.4
430,0.6
431,0
432,108
433,89.4
434,0
435,0
436,0
437,54.8
438,50.8
439,0
440,268.6
441,88.6
442,0
443,22.2
444,99.4
445,229.8
446,0
447,0
448,0
449,21
450,0
451,30.6
452,141.2
453,0
454,0
455,12.8
456,0
457,81.6
458,0
459,65.4
460,139.4
461,73
462,105.2
463,9.6
464,33.4
465,16.2
466,87.4
467,102.2
468,7
469,0
470,212
471,141
472,123.2
473,90.6
474,11.6
475,164
476,83.4
477,133.2
478,0
479,78.4
480,3.6
481,0
482,0
483,44.4
484,44.8
485,213.8
486,45.8
487,184.4
488,94.8
489,71.2
490,6
491,80.8
492,0
493,2.2
494,0
495,240.8
496,0
497,0
498,117
499,0
500,212.8
501,3
502,195.4
503,95.4
504,110.4
505,0
506,246.2
507,5
508,79.2
509,0
510,38.6
511,195.6
512,55.4
513,26.6
514,97.8
515,18.8
516,82.6
517,0
518,8.8
519,105.2
520,0
521,127
522,0
523,0
524,113.6
525,120.8
526,94.8
527,2.6
528,146.6
529,2.2
530,72
531,55.2
532,0
533,50.2
534,0
535,192.8
536,0
537,89.6
538,99.2
539,20
540,0
541,0
542,0
543,3
544,43.4
545,0
546,0
547,214.2
548,71.4
549,0
550,0
551,7.8
552,30.8
553,0
554,200.4
555,0
556,46.4
557,184.8
558,0
559,77.6
560,136.8
561,11
562,0
563,0
564,115.2
565,3.6
566,0
567,218.6
568,167
569,0
570,207.6
571,5.6
572,312
573,87
574,0
575,23.8
576,0
577,132
578,236.2
579,235
580,295
581,173.6
582,225.2
583,0
584,99.4
585,0
586,0
587,0
588,0
589,10.2
590,0
591,0
592,120.4
593,0
594,0
595,182
596,164
597,244.8
598,101.4
599,0
600,46.8
601,119.2
602,163
603,109.8
604,38
605,205
606,0
607,0
608,0
609,15.6
610,0
611,4.4
612,0
613,0
614,73.6
615,49.2
616,245.4
617,0
618,0
619,0
620,0
621,164.4
622,0
623,0
